STA,Precip,MinTemp,MaxTemp
10001,0,23.33333333,32.77777778
10001,23.876,19.44444444,31.66666667
10001,0,22.22222222,31.11111111
10001,0,22.22222222,31.66666667
10001,0,22.22222222,31.66666667
10001,0,21.66666667,31.11111111
10001,0,22.22222222,32.22222222
10001,0,23.88888889,32.77777778
10001,4.064,20,32.77777778
10001,0,20,29.44444444
10001,0,19.44444444,26.66666667
10001,0,20.55555556,30.55555556
10001,0,22.77777778,31.11111111
10001,2.54,22.22222222,31.11111111
10001,0,22.22222222,30.55555556
10001,0,22.77777778,31.11111111
10001,0,22.77777778,30.55555556
10001,0,21.66666667,31.11111111
10001,0,22.77777778,31.11111111
10001,0.508,18.88888889,33.88888889
10001,0,18.88888889,31.11111111
10001,0,21.66666667,32.22222222
10001,0,22.22222222,32.22222222
10001,0,18.88888889,32.22222222
10001,0,21.11111111,32.22222222
10001,0,17.22222222,32.77777778
10001,0,16.11111111,30.55555556
10001,0,16.66666667,32.22222222
10001,0,18.33333333,32.22222222
10001,0,22.22222222,31.11111111
10001,0,21.11111111,31.11111111
10001,12.192,23.33333333,30.55555556
10001,0,21.11111111,29.44444444
10001,0,21.11111111,30
10001,0,20,30.55555556
10001,0,21.11111111,31.66666667
10001,0,20.55555556,32.22222222
10001,0,22.22222222,31.66666667
10001,0,23.33333333,30.55555556
10001,0,21.66666667,33.33333333
10001,0,21.66666667,30.55555556
10001,0,19.44444444,31.11111111
10001,0,21.66666667,31.66666667
10001,0,22.22222222,32.77777778
10001,0,23.33333333,31.11111111
10001,0,23.33333333,31.66666667
10001,0,22.22222222,31.11111111
10001,0,22.77777778,32.22222222
10001,0,23.33333333,31.66666667
10001,0,22.77777778,33.33333333
10001,0,24.44444444,32.22222222
10001,0,22.22222222,31.66666667
10001,0,23.33333333,30.55555556
10001,2.794,22.77777778,31.11111111
10001,3.556,21.66666667,29.44444444
10001,0,20,30
10001,0,22.77777778,31.11111111
10001,0,22.77777778,31.11111111
10001,0,23.88888889,31.66666667
10001,0,22.22222222,31.11111111
10001,0,23.33333333,29.44444444
10001,0,21.66666667,31.11111111
10001,0,22.22222222,30.55555556
10001,0,22.22222222,31.11111111
10001,0,22.22222222,32.77777778
10001,0,23.33333333,31.11111111
10001,0,23.33333333,31.66666667
10001,0,22.77777778,34.44444444
10001,0,21.11111111,32.77777778
10001,0,24.44444444,34.44444444
10001,0,23.88888889,32.77777778
10001,0,23.88888889,32.77777778
10001,0,24.44444444,30.55555556
10001,0,23.88888889,31.11111111
10001,0,24.44444444,31.11111111
10001,0,25,32.22222222
10001,33.274,22.22222222,31.66666667
10001,0,22.22222222,28.33333333
10001,0,22.77777778,31.11111111
10001,0,22.77777778,31.11111111
10001,0,22.77777778,32.22222222
10001,0.762,20,31.66666667
10001,0,22.22222222,31.11111111
10001,0,23.33333333,31.11111111
10001,0,23.33333333,31.11111111
10001,0,22.77777778,31.11111111
10001,0,21.66666667,31.66666667
10001,0,22.77777778,31.11111111
10001,0,23.33333333,31.66666667
10001,0,23.33333333,31.66666667
10001,0,23.33333333,32.77777778
10001,0,23.33333333,32.22222222
10001,0,23.88888889,32.22222222
10001,0,24.44444444,31.66666667
10001,0,23.88888889,32.22222222
10001,0,23.88888889,32.22222222
10001,0,23.33333333,32.22222222
10001,T,23.88888889,31.66666667
10001,0,23.88888889,32.22222222
10001,T,24.44444444,32.22222222
10001,19.304,23.33333333,31.66666667
10001,0,21.66666667,28.88888889
10001,0,22.22222222,32.22222222
10001,47.752,23.33333333,35
10001,0,22.22222222,30.55555556
10001,0,22.22222222,32.22222222
10001,0,22.77777778,31.11111111
10001,0.762,23.33333333,28.33333333
10001,0,21.11111111,31.11111111
10001,0,20.55555556,30.55555556
10001,0.508,21.11111111,30.55555556
10001,0,22.22222222,30.55555556
10001,6.35,21.66666667,30.55555556
10001,3.556,20.55555556,29.44444444
10001,0,21.66666667,30
10001,0,21.66666667,30
10001,0,22.22222222,31.66666667
10001,0,21.66666667,31.66666667
10001,3.048,21.66666667,34.44444444
10001,0,21.66666667,31.66666667
10001,0,21.66666667,30.55555556
10001,0.762,21.66666667,30
10001,T,22.22222222,31.11111111
10001,0,22.22222222,31.66666667
10001,0,22.22222222,32.22222222
10001,T,21.11111111,30.55555556
10001,8.382,22.22222222,27.77777778
10001,0,20.55555556,31.11111111
10001,0,22.77777778,31.11111111
10001,0,23.33333333,31.11111111
10001,0,23.88888889,32.22222222
10001,10.16,22.22222222,32.22222222
10001,T,24.44444444,31.11111111
10001,27.178,23.33333333,31.11111111
10001,30.48,21.66666667,30
10001,0,23.33333333,31.66666667
10001,0,23.88888889,30.55555556
10001,T,23.88888889,31.11111111
10001,0,23.88888889,31.66666667
10001,0,22.77777778,31.66666667
10001,T,23.33333333,31.11111111
10001,0,23.33333333,31.11111111
10001,0,25.55555556,31.66666667
10001,0,22.77777778,32.77777778
10001,0,24.44444444,31.66666667
10001,4.064,22.77777778,30
10001,0,23.33333333,31.66666667
10001,0,24.44444444,31.11111111
10001,0,24.44444444,31.11111111
10001,0,23.88888889,32.22222222
10001,3.556,20,30
10001,45.212,21.11111111,30
10001,0,22.22222222,30
10001,0,20.55555556,31.66666667
10001,0.254,22.22222222,31.66666667
10001,0,22.77777778,31.66666667
10001,0,23.33333333,31.66666667
10001,0,23.33333333,32.22222222
10001,0,24.44444444,32.22222222
10001,0,22.22222222,30.55555556
10001,0,22.77777778,30
10001,10.668,22.77777778,31.11111111
10001,T,22.77777778,30
10001,0,22.22222222,32.77777778
10001,0.508,22.22222222,32.77777778
10001,T,21.66666667,30
10001,T,22.77777778,33.33333333
10001,T,23.33333333,31.66666667
10001,T,22.22222222,29.44444444
10001,0,23.33333333,30.55555556
10001,0,22.77777778,31.11111111
10001,2.794,20.55555556,30.55555556
10001,15.494,22.77777778,28.88888889
10001,57.658,22.22222222,27.77777778
10001,0.254,22.22222222,28.88888889
10001,0,21.66666667,30
10001,0,22.22222222,28.88888889
10001,0.254,22.77777778,29.44444444
10001,58.166,21.11111111,26.66666667
10001,T,20,30
10001,0.762,22.22222222,29.44444444
10001,0,22.77777778,30.55555556
10001,0,22.77777778,31.11111111
10001,0,22.77777778,31.11111111
10001,11.43,20,25
10001,0,20.55555556,30.55555556
10001,T,22.77777778,29.44444444
10001,T,22.77777778,31.11111111
10001,31.242,22.77777778,28.88888889
10001,17.78,23.88888889,27.22222222
10001,26.924,21.66666667,27.77777778
10001,1.016,21.66666667,29.44444444
10001,0,21.11111111,30.55555556
10001,T,22.77777778,30
10001,2.54,22.22222222,28.88888889
10001,26.67,21.66666667,27.22222222
10001,6.604,21.66666667,25.55555556
10001,T,20.55555556,28.33333333
10001,T,21.66666667,30
10001,T,22.22222222,30
10001,5.334,21.11111111,28.33333333
10001,0.254,21.66666667,27.77777778
10001,T,22.77777778,27.77777778
10001,4.826,21.11111111,27.77777778
10001,7.62,21.11111111,27.77777778
10001,8.636,21.11111111,28.33333333
10001,7.874,22.77777778,24.44444444
10001,6.604,21.11111111,26.66666667
10001,0,21.11111111,28.33333333
10001,T,22.22222222,28.33333333
10001,T,22.22222222,26.66666667
10001,12.446,21.66666667,26.66666667
10001,10.16,21.66666667,25.55555556
10001,90.932,21.11111111,23.88888889
10001,13.462,20.55555556,26.11111111
10001,11.938,21.11111111,24.44444444
10001,0,26.66666667,28.33333333
10001,0.508,22.22222222,26.66666667
10001,1.778,22.77777778,27.22222222
10001,2.54,21.11111111,26.66666667
10001,0,20.55555556,26.66666667
10001,T,20.55555556,26.11111111
10001,0,20.55555556,25.55555556
10001,0,22.77777778,27.77777778
10001,0,21.11111111,27.22222222
10001,0.254,20.55555556,26.11111111
10001,0,21.11111111,28.33333333
10001,T,20.55555556,27.22222222
10001,5.842,21.11111111,26.11111111
10001,0,20.55555556,26.11111111
10001,0,21.11111111,27.22222222
10001,T,21.11111111,26.11111111
10001,0.254,21.11111111,25.55555556
10001,0,20.55555556,26.66666667
10001,0,21.11111111,27.22222222
10001,0,20,26.11111111
10001,T,21.11111111,25
10001,0,21.11111111,23.88888889
10001,T,21.66666667,25.55555556
10001,T,20.55555556,26.11111111
10001,0,20,26.11111111
10001,0.254,21.11111111,23.33333333
10001,T,21.11111111,26.11111111
10001,0,18.88888889,25.55555556
10001,0,20,24.44444444
10001,0,21.66666667,25
10001,0,20.55555556,26.66666667
10001,0,19.44444444,26.66666667
10001,0,19.44444444,26.66666667
10001,0.254,21.11111111,24.44444444
10001,T,21.66666667,26.66666667
10001,T,21.66666667,27.22222222
10001,0,19.44444444,25.55555556
10001,T,20,27.22222222
10001,0,20.55555556,21.11111111
10001,T,20,25.55555556
10001,0,20.55555556,26.11111111
10001,0,21.66666667,28.33333333
10001,0,20.55555556,27.77777778
10001,0,18.88888889,29.44444444
10001,0,20.55555556,27.77777778
10001,0,18.88888889,27.77777778
10001,0,21.11111111,26.66666667
10001,0,20.55555556,26.66666667
10001,T,21.11111111,27.22222222
10001,T,21.11111111,28.33333333
10001,1.778,21.11111111,24.44444444
10001,2.54,21.66666667,25
10001,0.508,20,25.55555556
10001,T,20.55555556,27.77777778
10001,T,21.11111111,26.11111111
10001,0,20.55555556,26.11111111
10001,1.016,20.55555556,26.66666667
10001,0.762,20,26.66666667
10001,T,20,25
10001,T,20.55555556,26.11111111
10001,0.508,20.55555556,27.22222222
10001,0.508,20.55555556,27.77777778
10001,0,21.11111111,31.11111111
10001,T,18.33333333,27.22222222
10001,T,20.55555556,27.22222222
10001,4.826,20.55555556,26.11111111
10001,0.762,22.22222222,27.22222222
10001,0,20,27.77777778
10001,T,22.22222222,27.22222222
10001,0,20.55555556,29.44444444
10001,0,21.11111111,28.88888889
10001,T,21.11111111,26.66666667
10001,T,21.66666667,27.77777778
10001,T,20.55555556,28.88888889
10001,T,20.55555556,29.44444444
10001,0.254,21.66666667,27.77777778
10001,T,20.55555556,27.77777778
10001,T,20.55555556,29.44444444
10001,0,21.11111111,28.88888889
10001,T,22.22222222,28.33333333
10001,T,23.33333333,28.88888889
10001,T,21.11111111,28.88888889
10001,0.254,21.11111111,28.88888889
10001,T,21.66666667,28.88888889
10001,4.318,21.11111111,28.88888889
10001,T,20.55555556,29.44444444
10001,6.096,22.22222222,26.11111111
10001,T,22.22222222,28.33333333
10001,0.254,22.77777778,28.33333333
10001,2.032,21.11111111,31.11111111
10001,2.032,22.22222222,26.66666667
10001,9.144,21.11111111,30
10001,0,20.55555556,29.44444444
10001,1.016,21.11111111,28.88888889
10001,0.254,22.22222222,30
10001,T,22.77777778,30.55555556
10001,0,23.33333333,30
10001,T,21.66666667,30
10001,0,22.77777778,30
10001,0,21.66666667,30.55555556
10001,T,21.66666667,31.66666667
10001,0,22.77777778,31.66666667
10001,T,21.11111111,31.66666667
10001,0.254,22.22222222,32.22222222
10001,0,22.77777778,31.66666667
10001,T,22.77777778,31.66666667
10001,0,21.66666667,31.66666667
10001,0,21.66666667,32.22222222
10001,T,22.22222222,31.66666667
10001,T,22.77777778,31.66666667
10001,0,22.22222222,32.77777778
10001,6.604,23.88888889,30
10001,4.572,22.22222222,29.44444444
10001,0,22.22222222,31.11111111
10001,0,22.22222222,31.11111111
10001,0,21.66666667,31.11111111
10001,9.906,23.33333333,31.11111111
10001,T,22.77777778,32.22222222
10001,0,22.77777778,31.66666667
10001,0,23.88888889,31.66666667
10001,0,23.33333333,32.22222222
10001,0.254,22.77777778,31.11111111
10001,T,22.77777778,29.44444444
10001,0,21.66666667,31.66666667
10001,0,22.77777778,32.22222222
10001,0,22.22222222,32.22222222
10001,T,22.77777778,32.22222222
10001,0,23.33333333,31.66666667
10001,0.762,23.33333333,31.11111111
10001,T,21.66666667,28.88888889
10001,0.254,21.66666667,30
10001,4.064,21.11111111,31.66666667
10001,0.508,21.66666667,31.66666667
10001,0,22.22222222,31.11111111
10001,0,22.22222222,31.66666667
10001,0,22.22222222,31.11111111
10001,0,23.88888889,32.22222222
10001,0,23.33333333,31.66666667
10001,0,23.88888889,32.22222222
10001,0,23.33333333,32.22222222
10001,9.652,23.33333333,30
10001,0,23.88888889,31.66666667
10001,1.524,23.33333333,30.55555556
10001,0,23.33333333,32.77777778
10001,13.97,22.22222222,32.22222222
10001,0,21.66666667,31.11111111
10001,0,23.33333333,32.77777778
10001,0,22.77777778,32.77777778
10001,0,22.22222222,31.66666667
10001,0,23.33333333,32.77777778
10001,0,23.88888889,31.66666667
10001,0,24.44444444,32.22222222
10001,0,24.44444444,32.22222222
10001,0,23.88888889,32.77777778
10001,0,23.88888889,33.33333333
10001,0,23.33333333,31.11111111
10001,0,22.77777778,32.77777778
10001,0,23.88888889,32.22222222
10001,0,23.88888889,32.77777778
10001,0,23.33333333,32.77777778
10001,6.35,23.33333333,32.22222222
10001,0,23.33333333,31.11111111
10001,T,23.33333333,32.77777778
10001,0,23.33333333,32.77777778
10001,0,23.33333333,31.66666667
10001,0,23.88888889,32.22222222
10001,0,23.88888889,32.22222222
10001,0,23.88888889,32.77777778
10001,0,23.33333333,32.77777778
10001,0,23.88888889,33.88888889
10001,0,22.77777778,32.77777778
10001,0,21.11111111,35
10001,0,22.77777778,32.77777778
10001,0,23.88888889,32.22222222
10001,0,23.88888889,32.22222222
10001,T,23.88888889,31.66666667
10001,0,22.22222222,29.44444444
10001,0,22.22222222,31.66666667
10001,0,22.22222222,32.22222222
10001,0,22.77777778,32.22222222
10001,0,22.77777778,32.22222222
10001,5.334,23.33333333,31.11111111
10001,0,23.33333333,31.11111111
10001,0,23.33333333,31.11111111
10001,1.778,22.77777778,27.22222222
10001,0,22.22222222,30.55555556
10001,0,22.77777778,32.22222222
10001,0,22.22222222,32.77777778
10001,0,22.77777778,32.77777778
10001,0,23.33333333,32.77777778
10001,0,24.44444444,31.66666667
10001,0.762,23.33333333,30
10001,0,21.66666667,30
10001,0,22.22222222,31.11111111
10001,0,22.77777778,31.66666667
10001,0,23.33333333,32.22222222
10001,0,23.33333333,32.22222222
10001,0,23.88888889,32.22222222
10001,0,23.33333333,32.22222222
10001,0,24.44444444,32.22222222
10001,0,23.33333333,33.33333333
10001,0,23.33333333,33.33333333
10001,0,21.66666667,33.33333333
10001,0,21.11111111,33.88888889
10001,0,21.11111111,32.22222222
10001,0,22.22222222,32.77777778
10001,0,22.77777778,31.66666667
10001,0,24.44444444,31.11111111
10001,0,24.44444444,31.11111111
10001,0,23.33333333,31.66666667
10001,0,23.33333333,30.55555556
10001,0,22.22222222,33.33333333
10001,0,20.55555556,32.77777778
10001,0,23.88888889,32.22222222
10001,0,23.88888889,33.33333333
10001,0,24.44444444,32.22222222
10001,0,24.44444444,32.22222222
10001,0,23.33333333,32.77777778
10001,0,24.44444444,33.33333333
10001,0,25,32.22222222
10001,0,24.44444444,32.77777778
10001,0,25,32.22222222
10001,0,24.44444444,31.66666667
10001,17.272,22.77777778,31.66666667
10001,0,22.22222222,32.22222222
10001,0,22.77777778,28.88888889
10001,0,22.22222222,32.22222222
10001,0,24.44444444,32.77777778
10001,0,24.44444444,31.66666667
10001,0.762,24.44444444,31.66666667
10001,0,22.22222222,31.66666667
10001,0,23.88888889,31.66666667
10001,0,23.88888889,31.66666667
10001,T,22.22222222,31.66666667
10001,0,22.77777778,31.66666667
10001,0,23.33333333,31.66666667
10001,0,22.22222222,33.33333333
10001,0,23.88888889,31.66666667
10001,0,23.33333333,32.77777778
10001,33.528,23.33333333,32.77777778
10001,T,20.55555556,31.66666667
10001,0.254,23.33333333,32.22222222
10001,0,21.66666667,32.22222222
10001,0,22.77777778,32.22222222
10001,T,22.22222222,32.77777778
10001,T,22.22222222,31.11111111
10001,0,23.88888889,31.66666667
10001,0,23.88888889,32.22222222
10001,0,23.33333333,33.33333333
10001,0,23.88888889,33.33333333
10001,1.27,22.22222222,33.33333333
10001,0,22.22222222,32.22222222
10001,0.508,23.33333333,32.22222222
10001,2.794,21.11111111,30.55555556
10001,0,22.22222222,32.22222222
10001,0,19.44444444,33.33333333
10001,0,20.55555556,32.77777778
10001,T,22.22222222,33.33333333
10001,0,21.66666667,31.66666667
10001,2.54,22.22222222,32.77777778
10001,5.588,20.55555556,29.44444444
10001,1.524,22.22222222,31.66666667
10001,0.254,22.77777778,31.66666667
10001,T,22.77777778,31.66666667
10001,0,22.22222222,32.77777778
10001,0,23.33333333,32.22222222
10001,0,22.77777778,32.22222222
10001,0,23.88888889,33.33333333
10001,0,23.88888889,33.33333333
10001,13.716,21.11111111,29.44444444
10001,0,22.77777778,32.22222222
10001,0,23.33333333,32.77777778
10001,0,23.88888889,33.33333333
10001,0,24.44444444,33.88888889
10001,0,23.33333333,32.22222222
10001,0,23.88888889,33.33333333
10001,0,23.88888889,33.33333333
10001,0,23.88888889,34.44444444
10001,0,23.88888889,34.44444444
10001,0,23.33333333,33.88888889
10001,0,23.88888889,33.88888889
10001,0,24.44444444,33.33333333
10001,0,25,35.55555556
10001,0,24.44444444,35
10001,0,25.55555556,31.66666667
10001,0,23.33333333,33.33333333
10001,5.334,23.88888889,31.66666667
10001,0,22.22222222,33.88888889
10001,0,23.33333333,34.44444444
10001,0,25,35
10001,0,26.66666667,33.33333333
10001,T,23.88888889,34.44444444
10001,0,23.33333333,35
10001,0.508,23.33333333,33.33333333
10001,9.906,23.33333333,28.33333333
10001,0,24.44444444,33.88888889
10001,T,24.44444444,33.33333333
10001,0,23.88888889,32.77777778
10001,0,23.88888889,32.77777778
10001,8.128,22.77777778,33.33333333
10001,0,22.22222222,26.66666667
10001,0.762,23.88888889,32.77777778
10001,0,22.22222222,33.33333333
10001,0,26.66666667,34.44444444
10001,0,25.55555556,35
10001,0,25.55555556,34.44444444
10001,0,25.55555556,34.44444444
10001,22.352,22.77777778,30.55555556
10001,0.508,24.44444444,31.11111111
10001,0,25.55555556,32.22222222
10001,0,24.44444444,33.33333333
10001,0,25.55555556,34.44444444
10001,5.588,23.33333333,32.77777778
10001,0,22.77777778,32.77777778
10001,9.144,21.11111111,27.77777778
10001,0,23.33333333,31.66666667
10001,0,24.44444444,33.33333333
10001,T,25,33.33333333
10001,3.556,22.77777778,31.11111111
10001,39.116,23.88888889,29.44444444
10001,0,23.33333333,31.11111111
10001,0,23.88888889,31.66666667
10001,0,24.44444444,32.77777778
10001,36.068,24.44444444,32.77777778
10001,6.35,22.77777778,32.22222222
10001,0,24.44444444,33.33333333
10001,11.938,23.33333333,31.66666667
10001,98.044,22.22222222,31.11111111
10001,0.508,22.22222222,31.66666667
10001,3.81,21.11111111,30.55555556
10001,0,22.77777778,32.22222222
10001,T,23.88888889,31.66666667
10001,T,24.44444444,31.66666667
10001,14.986,24.44444444,30.55555556
10001,0,23.33333333,32.77777778
10001,0.762,23.88888889,32.22222222
10001,5.334,23.88888889,28.88888889
10001,T,23.88888889,31.66666667
10001,13.462,21.11111111,31.66666667
10001,13.462,21.11111111,31.11111111
10001,6.096,23.88888889,31.11111111
10001,78.232,20.55555556,30
10001,6.604,21.11111111,28.33333333
10001,T,21.66666667,28.33333333
10001,0,22.22222222,31.66666667
10001,T,23.33333333,31.66666667
10001,146.304,22.77777778,25.55555556
10001,14.732,23.33333333,27.77777778
10001,0,22.22222222,30
10001,3.81,22.22222222,27.77777778
10001,0,22.22222222,29.44444444
10001,5.842,22.22222222,25.55555556
10001,0.254,22.22222222,30
10001,0,22.22222222,31.66666667
10001,T,23.88888889,30
10001,0.508,22.77777778,30
10001,5.334,23.33333333,30.55555556
10001,21.844,22.77777778,29.44444444
10001,17.78,21.66666667,29.44444444
10001,0,22.77777778,30
10001,26.67,21.66666667,29.44444444
10001,1.016,22.22222222,28.88888889
10001,120.904,21.66666667,29.44444444
10001,T,22.22222222,30
10001,T,22.22222222,29.44444444
10001,T,23.88888889,29.44444444
10001,T,22.77777778,29.44444444
10001,0,21.66666667,28.33333333
10001,T,22.77777778,30
10001,42.164,20,27.77777778
10001,0.508,20,27.22222222
10001,T,22.22222222,27.77777778
10001,0,23.33333333,28.33333333
10001,T,21.66666667,28.33333333
10001,0,20.55555556,28.88888889
10001,0,21.66666667,29.44444444
10001,0,21.11111111,30
10001,T,22.22222222,29.44444444
10001,0,21.66666667,30
10001,0,21.66666667,29.44444444
10001,0,21.66666667,29.44444444
10001,0.508,22.77777778,28.33333333
10001,0,23.33333333,28.88888889
10001,T,21.66666667,30
10001,0,22.22222222,30.55555556
10001,T,23.33333333,28.88888889
10001,0.254,22.77777778,28.33333333
10001,T,22.77777778,28.33333333
10001,T,22.22222222,29.44444444
10001,T,22.77777778,28.88888889
10001,6.35,21.66666667,25
10001,T,22.22222222,27.22222222
10001,0,21.11111111,28.33333333
10001,0,22.22222222,27.22222222
10001,0,21.66666667,27.22222222
10001,T,21.11111111,27.77777778
10001,0,20.55555556,28.33333333
10001,0,20.55555556,29.44444444
10001,0,21.66666667,28.33333333
10001,0,21.11111111,27.77777778
10001,T,21.66666667,27.77777778
10001,0,22.77777778,28.88888889
10001,T,21.11111111,29.44444444
10001,T,21.11111111,28.88888889
10001,2.794,21.66666667,27.77777778
10001,T,22.22222222,27.22222222
10001,T,22.22222222,28.33333333
10001,T,21.11111111,28.33333333
10001,T,21.11111111,27.77777778
10001,T,21.11111111,28.33333333
10001,T,21.11111111,26.66666667
10001,1.778,21.66666667,27.22222222
10001,0,20.55555556,28.88888889
10001,0,20,28.33333333
10001,0,20.55555556,28.88888889
10001,0,20,27.77777778
10001,0,20.55555556,28.88888889
10001,T,20,28.88888889
10001,T,20.55555556,27.77777778
10001,T,21.66666667,27.22222222
10001,T,22.22222222,27.22222222
10001,0.508,21.66666667,26.66666667
10001,0.254,22.22222222,29.44444444
10001,T,22.22222222,30
10001,0,21.66666667,30.55555556
10001,0,22.22222222,30.55555556
10001,T,22.77777778,30
10001,T,22.22222222,28.33333333
10001,1.778,22.77777778,27.22222222
10001,0.762,21.66666667,27.77777778
10001,23.368,21.66666667,27.77777778
10001,1.016,21.66666667,26.66666667
10001,0.254,22.22222222,27.77777778
10001,0,22.22222222,30
10001,T,22.22222222,28.88888889
10001,0.762,22.77777778,28.33333333
10001,1.016,21.66666667,26.66666667
10001,0,22.22222222,27.22222222
10001,0,21.11111111,29.44444444
10001,0,22.22222222,31.11111111
10001,T,23.33333333,29.44444444
10001,0,22.77777778,29.44444444
10001,0,22.22222222,30
10001,T,22.22222222,31.11111111
10001,T,22.22222222,29.44444444
10001,0,22.22222222,30
10001,0,21.66666667,30.55555556
10001,0,23.33333333,30.55555556
10001,T,22.22222222,29.44444444
